ID	Bacteria	Host
AgProtect_559	Streptococcus_pyogenes	Homo_sapiens
AgProtect_559	Streptococcus_pyogenes	Homo_sapiens
AgProtect_558	Streptococcus_pyogenes	Homo_sapiens
AgProtect_558	Streptococcus_pyogenes	Homo_sapiens
AgProtect_557	Streptococcus_pyogenes	Homo_sapiens
AgProtect_557	Streptococcus_pyogenes	Homo_sapiens
AgProtect_556	Streptococcus_pyogenes	Homo_sapiens
AgProtect_556	Streptococcus_pyogenes	Homo_sapiens
AgProtect_555	Streptococcus_pyogenes	Homo_sapiens
AgProtect_555	Streptococcus_pyogenes	Homo_sapiens
AgProtect_554	Streptococcus_pyogenes	Homo_sapiens
AgProtect_554	Streptococcus_pyogenes	Homo_sapiens
AgProtect_553	Streptococcus_pyogenes	Homo_sapiens
AgProtect_553	Streptococcus_pyogenes	Homo_sapiens
AgProtect_552	Streptococcus_pyogenes	Homo_sapiens
AgProtect_552	Streptococcus_pyogenes	Homo_sapiens
AgProtect_551	Streptococcus_pyogenes	Homo_sapiens
AgProtect_551	Streptococcus_pyogenes	Homo_sapiens
AgProtect_550	Streptococcus_pyogenes	Homo_sapiens
AgProtect_550	Streptococcus_pyogenes	Homo_sapiens
AgProtect_55	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_549	Streptococcus_pyogenes	Homo_sapiens
AgProtect_549	Streptococcus_pyogenes	Homo_sapiens
AgProtect_548	Streptococcus_pyogenes	Homo_sapiens
AgProtect_548	Streptococcus_pyogenes	Homo_sapiens
AgProtect_547	Streptococcus_pyogenes	Homo_sapiens
AgProtect_547	Streptococcus_pyogenes	Homo_sapiens
AgProtect_546	Streptococcus_pyogenes	Homo_sapiens
AgProtect_546	Streptococcus_pyogenes	Homo_sapiens
AgProtect_545	Streptococcus_pyogenes	Homo_sapiens
AgProtect_545	Streptococcus_pyogenes	Homo_sapiens
AgProtect_544	Streptococcus_pyogenes	Homo_sapiens
AgProtect_544	Streptococcus_pyogenes	Homo_sapiens
AgProtect_543	Streptococcus_pyogenes	Homo_sapiens
AgProtect_543	Streptococcus_pyogenes	Homo_sapiens
AgProtect_542	Streptococcus_pyogenes	Homo_sapiens
AgProtect_542	Streptococcus_pyogenes	Homo_sapiens
AgProtect_541	Streptococcus_pyogenes	Homo_sapiens
AgProtect_541	Streptococcus_pyogenes	Homo_sapiens
AgProtect_540	Streptococcus_pyogenes	Homo_sapiens
AgProtect_540	Streptococcus_pyogenes	Homo_sapiens
AgProtect_54	Shigella_flexneri	Homo_sapiens;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_539	Streptococcus_pyogenes	Homo_sapiens
AgProtect_539	Streptococcus_pyogenes	Homo_sapiens
AgProtect_538	Streptococcus_pyogenes	Homo_sapiens
AgProtect_538	Streptococcus_pyogenes	Homo_sapiens
AgProtect_537	Streptococcus_pyogenes	Homo_sapiens
AgProtect_537	Streptococcus_pyogenes	Homo_sapiens
AgProtect_536	Streptococcus_pyogenes	Homo_sapiens
AgProtect_536	Streptococcus_pyogenes	Homo_sapiens
AgProtect_535	Streptococcus_pyogenes	Homo_sapiens
AgProtect_535	Streptococcus_pyogenes	Homo_sapiens
AgProtect_534	Streptococcus_pyogenes	Homo_sapiens
AgProtect_534	Streptococcus_pyogenes	Homo_sapiens
AgProtect_533	Streptococcus_pneumoniae	Homo_sapiens;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_532	Streptococcus_pyogenes	Homo_sapiens
AgProtect_532	Streptococcus_pyogenes	Homo_sapiens
AgProtect_531	Streptococcus_pyogenes	Homo_sapiens
AgProtect_531	Streptococcus_pyogenes	Homo_sapiens
AgProtect_530	Streptococcus_pneumoniae	Homo_sapiens;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_53	Brucella_abortus	Homo_sapiens;Mus_musculus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Bos_taurus;Equus_ferus_caballus
AgProtect_529	Streptococcus_pneumoniae	Homo_sapiens;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_528	Streptococcus_pneumoniae	Homo_sapiens;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_527	Streptococcus_pyogenes	Homo_sapiens
AgProtect_527	Streptococcus_pyogenes	Homo_sapiens
AgProtect_526	Streptococcus_pyogenes	Homo_sapiens
AgProtect_526	Streptococcus_pyogenes	Homo_sapiens
AgProtect_525	Streptococcus_pyogenes	Homo_sapiens
AgProtect_525	Streptococcus_pyogenes	Homo_sapiens
AgProtect_524	Streptococcus_pyogenes	Homo_sapiens
AgProtect_524	Streptococcus_pyogenes	Homo_sapiens
AgProtect_523	Streptococcus_pyogenes	Homo_sapiens
AgProtect_523	Streptococcus_pyogenes	Homo_sapiens
AgProtect_522	Streptococcus_pyogenes	Homo_sapiens
AgProtect_522	Streptococcus_pyogenes	Homo_sapiens
AgProtect_521	Streptococcus_pyogenes	Homo_sapiens
AgProtect_521	Streptococcus_pyogenes	Homo_sapiens
AgProtect_520	Streptococcus_pyogenes	Homo_sapiens
AgProtect_520	Streptococcus_pyogenes	Homo_sapiens
AgProtect_52	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_519	Streptococcus_pyogenes	Homo_sapiens
AgProtect_519	Streptococcus_pyogenes	Homo_sapiens
AgProtect_518	Actinobacillus_pleuropneumoniae	Sus_scrofa
AgProtect_517	Actinobacillus_pleuropneumoniae	Sus_scrofa
AgProtect_516	Actinobacillus_pleuropneumoniae	Sus_scrofa
AgProtect_515	Actinobacillus_pleuropneumoniae	Sus_scrofa
AgProtect_514	Actinobacillus_pleuropneumoniae	Sus_scrofa
AgProtect_513	Actinobacillus_pleuropneumoniae	Sus_scrofa
AgProtect_512	Actinobacillus_pleuropneumoniae	Sus_scrofa
AgProtect_511	Actinobacillus_pleuropneumoniae	Sus_scrofa
AgProtect_510	Actinobacillus_pleuropneumoniae	Sus_scrofa
AgProtect_51	Coxiella_burnetii	Ovis_orientalis_aries;Homo_sapiens;Capra_aegagrus_hircus;Bos_taurus;Felis_silvestris_catus
AgProtect_509	Actinobacillus_pleuropneumoniae	Sus_scrofa
AgProtect_508	Actinobacillus_pleuropneumoniae	Sus_scrofa
AgProtect_507	Actinobacillus_pleuropneumoniae	Sus_scrofa
AgProtect_506	Actinobacillus_pleuropneumoniae	Sus_scrofa
AgProtect_505	Actinobacillus_pleuropneumoniae	Sus_scrofa
AgProtect_504	Actinobacillus_pleuropneumoniae	Sus_scrofa
AgProtect_503	Aeromonas_salmonicida	Oncorhynchus_mykiss;Carassius_auratus;Salmo_trutta;Salmo_salar
AgProtect_502	Borreliella_burgdorferi	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Equus_ferus_caballus;Bos_taurus
AgProtect_501	Borreliella_burgdorferi	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Equus_ferus_caballus;Bos_taurus
AgProtect_500	Borreliella_burgdorferi	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Equus_ferus_caballus;Bos_taurus
AgProtect_50	Coxiella_burnetii	Ovis_orientalis_aries;Homo_sapiens;Capra_aegagrus_hircus;Bos_taurus;Felis_silvestris_catus
AgProtect_5	Bacillus_anthracis	Homo_sapiens;Bos_taurus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Equus_ferus_caballus
AgProtect_499	Borreliella_burgdorferi	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Equus_ferus_caballus;Bos_taurus
AgProtect_498	Borreliella_burgdorferi	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Equus_ferus_caballus;Bos_taurus
AgProtect_497	Borreliella_burgdorferi	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Equus_ferus_caballus;Bos_taurus
AgProtect_496	Burkholderia_pseudomallei	Homo_sapiens;Canis_familiaris;Macaca_fasicularis;Pan_troglodytes;Macaca_mulatta;Rattus_rattus;Rattus_norvegicus;Oryctolagus_cuniculus_domesticus;Cavia_porcellus;Sus_scrofa;Felis_silvestris_catus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Bos_taurus;Equus_ferus_caballus
AgProtect_495	Burkholderia_pseudomallei	Homo_sapiens;Canis_familiaris;Macaca_fasicularis;Pan_troglodytes;Macaca_mulatta;Rattus_rattus;Rattus_norvegicus;Oryctolagus_cuniculus_domesticus;Cavia_porcellus;Sus_scrofa;Felis_silvestris_catus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Bos_taurus;Equus_ferus_caballus
AgProtect_494	Burkholderia_pseudomallei	Homo_sapiens;Canis_familiaris;Macaca_fasicularis;Pan_troglodytes;Macaca_mulatta;Rattus_rattus;Rattus_norvegicus;Oryctolagus_cuniculus_domesticus;Cavia_porcellus;Sus_scrofa;Felis_silvestris_catus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Bos_taurus;Equus_ferus_caballus
AgProtect_493	Burkholderia_pseudomallei	Homo_sapiens;Canis_familiaris;Macaca_fasicularis;Pan_troglodytes;Macaca_mulatta;Rattus_rattus;Rattus_norvegicus;Oryctolagus_cuniculus_domesticus;Cavia_porcellus;Sus_scrofa;Felis_silvestris_catus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Bos_taurus;Equus_ferus_caballus
AgProtect_492	Burkholderia_pseudomallei	Homo_sapiens;Canis_familiaris;Macaca_fasicularis;Pan_troglodytes;Macaca_mulatta;Rattus_rattus;Rattus_norvegicus;Oryctolagus_cuniculus_domesticus;Cavia_porcellus;Sus_scrofa;Felis_silvestris_catus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Bos_taurus;Equus_ferus_caballus
AgProtect_491	Burkholderia_pseudomallei	Homo_sapiens;Canis_familiaris;Macaca_fasicularis;Pan_troglodytes;Macaca_mulatta;Rattus_rattus;Rattus_norvegicus;Oryctolagus_cuniculus_domesticus;Cavia_porcellus;Sus_scrofa;Felis_silvestris_catus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Bos_taurus;Equus_ferus_caballus
AgProtect_490	Burkholderia_pseudomallei	Homo_sapiens;Canis_familiaris;Macaca_fasicularis;Pan_troglodytes;Macaca_mulatta;Rattus_rattus;Rattus_norvegicus;Oryctolagus_cuniculus_domesticus;Cavia_porcellus;Sus_scrofa;Felis_silvestris_catus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Bos_taurus;Equus_ferus_caballus
AgProtect_49	Brucella_abortus	Homo_sapiens;Mus_musculus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Bos_taurus;Equus_ferus_caballus
AgProtect_489	Burkholderia_pseudomallei	Homo_sapiens;Canis_familiaris;Macaca_fasicularis;Pan_troglodytes;Macaca_mulatta;Rattus_rattus;Rattus_norvegicus;Oryctolagus_cuniculus_domesticus;Cavia_porcellus;Sus_scrofa;Felis_silvestris_catus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Bos_taurus;Equus_ferus_caballus
AgProtect_488	Burkholderia_pseudomallei	Homo_sapiens;Canis_familiaris;Macaca_fasicularis;Pan_troglodytes;Macaca_mulatta;Rattus_rattus;Rattus_norvegicus;Oryctolagus_cuniculus_domesticus;Cavia_porcellus;Sus_scrofa;Felis_silvestris_catus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Bos_taurus;Equus_ferus_caballus
AgProtect_487	Burkholderia_pseudomallei	Homo_sapiens;Canis_familiaris;Macaca_fasicularis;Pan_troglodytes;Macaca_mulatta;Rattus_rattus;Rattus_norvegicus;Oryctolagus_cuniculus_domesticus;Cavia_porcellus;Sus_scrofa;Felis_silvestris_catus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Bos_taurus;Equus_ferus_caballus
AgProtect_486	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_485	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_484	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_483	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_482	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_481	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_480	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_48	Chlamydia_psittaci	Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Homo_sapiens;Equus_ferus_caballus
AgProtect_479	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_478	Campylobacter_jejuni	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Gallus_gallus
AgProtect_477	Chlamydia_trachomatis	Homo_sapiens
AgProtect_476	Chlamydia_trachomatis	Homo_sapiens
AgProtect_475	Chlamydia_trachomatis	Homo_sapiens
AgProtect_474	Chlamydia_muridarum	Mus_musculus
AgProtect_473	Chlamydia_trachomatis	Homo_sapiens
AgProtect_472	Chlamydia_trachomatis	Homo_sapiens
AgProtect_471	Chlamydia_muridarum	Mus_musculus
AgProtect_470	Chlamydia_muridarum	Mus_musculus
AgProtect_47	Chlamydia_psittaci	Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Homo_sapiens;Equus_ferus_caballus
AgProtect_469	Chlamydia_muridarum	Mus_musculus
AgProtect_468	Chlamydia_muridarum	Mus_musculus
AgProtect_467	Chlamydia_muridarum	Mus_musculus
AgProtect_466	Chlamydia_trachomatis	Homo_sapiens
AgProtect_465	Chlamydia_trachomatis	Homo_sapiens
AgProtect_464	Chlamydia_trachomatis	Homo_sapiens
AgProtect_463	Chlamydia_trachomatis	Homo_sapiens
AgProtect_462	Chlamydia_trachomatis	Homo_sapiens
AgProtect_461	Chlamydia_trachomatis	Homo_sapiens
AgProtect_460	Chlamydia_trachomatis	Homo_sapiens
AgProtect_46	Burkholderia_pseudomallei	Homo_sapiens;Canis_familiaris;Macaca_fasicularis;Pan_troglodytes;Macaca_mulatta;Rattus_rattus;Rattus_norvegicus;Oryctolagus_cuniculus_domesticus;Cavia_porcellus;Sus_scrofa;Felis_silvestris_catus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Bos_taurus;Equus_ferus_caballus
AgProtect_459	Chlamydia_pneumoniae	Homo_sapiens;Equus_ferus_caballus;Bos_taurus;Canis_familiaris;Felis_silvestris_catus
AgProtect_458	Chlamydia_abortus	Homo_sapiens;Sus_scrofa;Equus_ferus_caballus;Felis_silvestris_catus;Ovis_orientalis_aries;Capra_aegagrus_hircus
AgProtect_457	Chlamydia_pneumoniae	Homo_sapiens;Equus_ferus_caballus;Bos_taurus;Canis_familiaris;Felis_silvestris_catus
AgProtect_456	Chlamydia_pneumoniae	Homo_sapiens;Equus_ferus_caballus;Bos_taurus;Canis_familiaris;Felis_silvestris_catus
AgProtect_455	Chlamydia_pneumoniae	Homo_sapiens;Equus_ferus_caballus;Bos_taurus;Canis_familiaris;Felis_silvestris_catus
AgProtect_454	Chlamydia_pneumoniae	Homo_sapiens;Equus_ferus_caballus;Bos_taurus;Canis_familiaris;Felis_silvestris_catus
AgProtect_453	Chlamydia_pneumoniae	Homo_sapiens;Equus_ferus_caballus;Bos_taurus;Canis_familiaris;Felis_silvestris_catus
AgProtect_452	Chlamydia_pneumoniae	Homo_sapiens;Equus_ferus_caballus;Bos_taurus;Canis_familiaris;Felis_silvestris_catus
AgProtect_451	Chlamydia_psittaci	Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Sus_scrofa;Homo_sapiens;Equus_ferus_caballus
AgProtect_450	Coxiella_burnetii	Ovis_orientalis_aries;Homo_sapiens;Capra_aegagrus_hircus;Bos_taurus;Felis_silvestris_catus
AgProtect_45	Burkholderia_pseudomallei	Homo_sapiens;Canis_familiaris;Macaca_fasicularis;Pan_troglodytes;Macaca_mulatta;Rattus_rattus;Rattus_norvegicus;Oryctolagus_cuniculus_domesticus;Cavia_porcellus;Sus_scrofa;Felis_silvestris_catus;Ovis_orientalis_aries;Capra_aegagrus_hircus;Bos_taurus;Equus_ferus_caballus
AgProtect_449	Coxiella_burnetii	Ovis_orientalis_aries;Homo_sapiens;Capra_aegagrus_hircus;Bos_taurus;Felis_silvestris_catus
AgProtect_448	Coxiella_burnetii	Ovis_orientalis_aries;Homo_sapiens;Capra_aegagrus_hircus;Bos_taurus;Felis_silvestris_catus
AgProtect_447	Coxiella_burnetii	Ovis_orientalis_aries;Homo_sapiens;Capra_aegagrus_hircus;Bos_taurus;Felis_silvestris_catus
AgProtect_446	Coxiella_burnetii	Ovis_orientalis_aries;Homo_sapiens;Capra_aegagrus_hircus;Bos_taurus;Felis_silvestris_catus
AgProtect_445	Coxiella_burnetii	Ovis_orientalis_aries;Homo_sapiens;Capra_aegagrus_hircus;Bos_taurus;Felis_silvestris_catus
AgProtect_444	Coxiella_burnetii	Ovis_orientalis_aries;Homo_sapiens;Capra_aegagrus_hircus;Bos_taurus;Felis_silvestris_catus
AgProtect_443	Coxiella_burnetii	Ovis_orientalis_aries;Homo_sapiens;Capra_aegagrus_hircus;Bos_taurus;Felis_silvestris_catus
AgProtect_442	Coxiella_burnetii	Ovis_orientalis_aries;Homo_sapiens;Capra_aegagrus_hircus;Bos_taurus;Felis_silvestris_catus
AgProtect_441	Rickettsia_rickettsii	Homo_sapiens;Canis_familiaris
AgProtect_440	Edwardsiella_tarda	Homo_sapiens;Oncorhynchus_mykiss;Ictalurus_punctatus;Danio_rerio;Oreochromis_niloticus
AgProtect_44	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_439	Edwardsiella_tarda	Homo_sapiens;Oncorhynchus_mykiss;Ictalurus_punctatus;Danio_rerio;Oreochromis_niloticus
AgProtect_438	Edwardsiella_tarda	Homo_sapiens;Oncorhynchus_mykiss;Ictalurus_punctatus;Danio_rerio;Oreochromis_niloticus
AgProtect_437	Edwardsiella_tarda	Homo_sapiens;Oncorhynchus_mykiss;Ictalurus_punctatus;Danio_rerio;Oreochromis_niloticus
AgProtect_436	Edwardsiella_tarda	Homo_sapiens;Oncorhynchus_mykiss;Ictalurus_punctatus;Danio_rerio;Oreochromis_niloticus
AgProtect_435	Edwardsiella_tarda	Homo_sapiens;Oncorhynchus_mykiss;Ictalurus_punctatus;Danio_rerio;Oreochromis_niloticus
AgProtect_434	Edwardsiella_tarda	Homo_sapiens;Oncorhynchus_mykiss;Ictalurus_punctatus;Danio_rerio;Oreochromis_niloticus
AgProtect_433	Edwardsiella_tarda	Homo_sapiens;Oncorhynchus_mykiss;Ictalurus_punctatus;Danio_rerio;Oreochromis_niloticus
AgProtect_432	Edwardsiella_tarda	Homo_sapiens;Oncorhynchus_mykiss;Ictalurus_punctatus;Danio_rerio;Oreochromis_niloticus
AgProtect_431	Edwardsiella_tarda	Homo_sapiens;Oncorhynchus_mykiss;Ictalurus_punctatus;Danio_rerio;Oreochromis_niloticus
AgProtect_430	Edwardsiella_tarda	Homo_sapiens;Oncorhynchus_mykiss;Ictalurus_punctatus;Danio_rerio;Oreochromis_niloticus
AgProtect_43	Haemophilus_influenzae	Homo_sapiens;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_429	Edwardsiella_tarda	Homo_sapiens;Oncorhynchus_mykiss;Ictalurus_punctatus;Danio_rerio;Oreochromis_niloticus
AgProtect_428	Edwardsiella_tarda	Homo_sapiens;Oncorhynchus_mykiss;Ictalurus_punctatus;Danio_rerio;Oreochromis_niloticus
AgProtect_427	Edwardsiella_tarda	Homo_sapiens;Oncorhynchus_mykiss;Ictalurus_punctatus;Danio_rerio;Oreochromis_niloticus
AgProtect_426	Edwardsiella_tarda	Homo_sapiens;Oncorhynchus_mykiss;Ictalurus_punctatus;Danio_rerio;Oreochromis_niloticus
AgProtect_425	Edwardsiella_tarda	Homo_sapiens;Oncorhynchus_mykiss;Ictalurus_punctatus;Danio_rerio;Oreochromis_niloticus
AgProtect_424	Edwardsiella_tarda	Homo_sapiens;Oncorhynchus_mykiss;Ictalurus_punctatus;Danio_rerio;Oreochromis_niloticus
AgProtect_423	Edwardsiella_tarda	Homo_sapiens;Oncorhynchus_mykiss;Ictalurus_punctatus;Danio_rerio;Oreochromis_niloticus
AgProtect_422	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_421	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_420	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_42	Haemophilus_influenzae	Homo_sapiens;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_419	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_418	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_417	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_416	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_415	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_414	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_413	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_412	Mycobacterium_tuberculosis	Homo_sapiens;Sus_scrofa;Canis_familiaris;Cavia_porcellus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_411	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_410	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_41	Haemophilus_influenzae	Homo_sapiens;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_409	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_408	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_407	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_406	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_405	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_404	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_403	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_402	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_401	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_400	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_40	Haemophilus_influenzae	Homo_sapiens;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_4	Yersinia_pestis	Homo_sapiens;Canis_familiaris;Felis_silvestris_catus
AgProtect_399	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_398	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_397	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_396	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
AgProtect_395	Escherichia_coli	Homo_sapiens;Sus_scrofa;Gallus_gallus;Ovis_orientalis_aries;Bos_taurus;Macaca_mulatta;Macaca_fasicularis;Pan_troglodytes
