ID	Bacteria	Genus	Gram_Stain
AgProtect_2300	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_999	Streptococcus_uberis	Streptococcus	Positive
AgProtect_998	Borreliella_garinii	Borreliella	Negative
AgProtect_997	Borreliella_garinii	Borreliella	Negative
AgProtect_996	Borreliella_garinii	Borreliella	Negative
AgProtect_995	Mycobacterium_kansasii	Mycobacterium	Positive_with_OM
AgProtect_994	Mycobacterium_marinum	Mycobacterium	Positive_with_OM
AgProtect_993	Burkholderia_cenocepacia	Burkholderia	Negative
AgProtect_992	Ornithobacterium_rhinotracheale	Ornithobacterium	Negative
AgProtect_991	Leptospira_interrogans	Leptospira	Negative
AgProtect_990	Bartonella_bacilliformis	Bartonella	Negative
AgProtect_99	Brucella_abortus	Brucella	Negative
AgProtect_989	Bartonella_bacilliformis	Bartonella	Negative
AgProtect_988	Yersinia_enterocolitica	Yersinia	Negative
AgProtect_987	Yersinia_enterocolitica	Yersinia	Negative
AgProtect_986	Yersinia_enterocolitica	Yersinia	Negative
AgProtect_985	Acinetobacter_baumannii	Acinetobacter	Negative
AgProtect_984	Acinetobacter_baumannii	Acinetobacter	Negative
AgProtect_983	Borrelia_miyamotoi	Borrelia	Negative
AgProtect_982	Borrelia_miyamotoi	Borrelia	Negative
AgProtect_981	Borrelia_miyamotoi	Borrelia	Negative
AgProtect_980	Borrelia_miyamotoi	Borrelia	Negative
AgProtect_98	Brucella_abortus	Brucella	Negative
AgProtect_979	Borrelia_miyamotoi	Borrelia	Negative
AgProtect_978	Borrelia_miyamotoi	Borrelia	Negative
AgProtect_977	Borrelia_miyamotoi	Borrelia	Negative
AgProtect_976	Borrelia_miyamotoi	Borrelia	Negative
AgProtect_975	Acinetobacter_baumannii	Acinetobacter	Negative
AgProtect_974	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_973	Acinetobacter_baumannii	Acinetobacter	Negative
AgProtect_972	Escherichia_coli	Escherichia	Negative
AgProtect_971	Escherichia_coli	Escherichia	Negative
AgProtect_970	Escherichia_coli	Escherichia	Negative
AgProtect_97	Brucella_melitensis	Brucella	Negative
AgProtect_969	Escherichia_coli	Escherichia	Negative
AgProtect_968	Escherichia_coli	Escherichia	Negative
AgProtect_967	Escherichia_coli	Escherichia	Negative
AgProtect_966	Escherichia_coli	Escherichia	Negative
AgProtect_965	Escherichia_coli	Escherichia	Negative
AgProtect_964	Escherichia_coli	Escherichia	Negative
AgProtect_963	Escherichia_coli	Escherichia	Negative
AgProtect_962	Escherichia_coli	Escherichia	Negative
AgProtect_961	Escherichia_coli	Escherichia	Negative
AgProtect_960	Escherichia_coli	Escherichia	Negative
AgProtect_96	Brucella_melitensis	Brucella	Negative
AgProtect_959	Erysipelothrix_rhusiopathiae	Erysipelothrix	Positive
AgProtect_958	Erysipelothrix_rhusiopathiae	Erysipelothrix	Positive
AgProtect_957	Erysipelothrix_rhusiopathiae	Erysipelothrix	Positive
AgProtect_956	Erysipelothrix_rhusiopathiae	Erysipelothrix	Positive
AgProtect_955	Corynebacterium_diphtheriae	Corynebacterium	Positive_with_OM
AgProtect_954	Clostridium_perfringens	Clostridium	Positive
AgProtect_953	Clostridium_perfringens	Clostridium	Positive
AgProtect_952	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_951	Clostridium_perfringens	Clostridium	Positive
AgProtect_950	Clostridium_perfringens	Clostridium	Positive
AgProtect_95	Brucella_melitensis	Brucella	Negative
AgProtect_949	Clostridium_perfringens	Clostridium	Positive
AgProtect_948	Clostridium_perfringens	Clostridium	Positive
AgProtect_947	Clostridium_botulinum	Clostridium	Positive
AgProtect_946	Clostridium_botulinum	Clostridium	Positive
AgProtect_945	Clostridium_botulinum	Clostridium	Positive
AgProtect_944	Clostridium_botulinum	Clostridium	Positive
AgProtect_943	Clostridium_botulinum	Clostridium	Positive
AgProtect_942	Clostridium_botulinum	Clostridium	Positive
AgProtect_941	Chlamydia_psittaci	Chlamydia	Negative
AgProtect_940	Chlamydia_psittaci	Chlamydia	Negative
AgProtect_94	Borreliella_burgdorferi	Borreliella	Negative
AgProtect_939	Chlamydia_psittaci	Chlamydia	Negative
AgProtect_938	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_937	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_936	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_935	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_934	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_933	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_932	Campylobacter_lari	Campylobacter	Negative
AgProtect_931	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_930	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_93	Neisseria_meningitidis	Neisseria	Negative
AgProtect_929	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_928	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_927	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_926	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_925	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_924	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_923	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_922	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_921	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_920	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_92	Helicobacter_pylori	Helicobacter	Negative
AgProtect_919	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_918	Brucella_abortus	Brucella	Negative
AgProtect_917	Bordetella_pertussis	Bordetella	Negative
AgProtect_916	Bordetella_pertussis	Bordetella	Negative
AgProtect_915	Bordetella_pertussis	Bordetella	Negative
AgProtect_914	Bordetella_bronchiseptica	Bordetella	Negative
AgProtect_913	Bordetella_bronchiseptica	Bordetella	Negative
AgProtect_912	Bordetella_bronchiseptica	Bordetella	Negative
AgProtect_911	Bordetella_bronchiseptica	Bordetella	Negative
AgProtect_910	Bordetella_bronchiseptica	Bordetella	Negative
AgProtect_91	Helicobacter_pylori	Helicobacter	Negative
AgProtect_909	Bordetella_bronchiseptica	Bordetella	Negative
AgProtect_908	Bordetella_bronchiseptica	Bordetella	Negative
AgProtect_907	Bordetella_avium	Bordetella	Negative
AgProtect_906	Bordetella_avium	Bordetella	Negative
AgProtect_905	Bordetella_avium	Bordetella	Negative
AgProtect_904	Bordetella_avium	Bordetella	Negative
AgProtect_903	Bordetella_avium	Bordetella	Negative
AgProtect_902	Bacillus_anthracis	Bacillus	Positive
AgProtect_901	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_900	Bacillus_anthracis	Bacillus	Positive
AgProtect_90	Helicobacter_pylori	Helicobacter	Negative
AgProtect_9	Yersinia_pestis	Yersinia	Negative
AgProtect_899	Bacillus_anthracis	Bacillus	Positive
AgProtect_898	Vibrio_cholerae	Vibrio	Negative
AgProtect_897	Vibrio_cholerae	Vibrio	Negative
AgProtect_896	Vibrio_cholerae	Vibrio	Negative
AgProtect_895	Vibrio_cholerae	Vibrio	Negative
AgProtect_894	Vibrio_cholerae	Vibrio	Negative
AgProtect_893	Vibrio_cholerae	Vibrio	Negative
AgProtect_892	Vibrio_cholerae	Vibrio	Negative
AgProtect_891	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_890	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_89	Haemophilus_influenzae	Haemophilus	Negative
AgProtect_889	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_888	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_887	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_886	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_885	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_884	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_883	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_882	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_881	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_880	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_88	Brucella_abortus	Brucella	Negative
AgProtect_879	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_878	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_877	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_876	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_875	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_874	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_873	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_872	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_871	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_870	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_87	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_869	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_868	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_867	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_866	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_865	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_864	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_863	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_862	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_861	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_860	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_86	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_859	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_858	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_857	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_856	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_855	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_854	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_853	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_852	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_851	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_850	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_85	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_849	Helicobacter_pylori	Helicobacter	Negative
AgProtect_848	Helicobacter_pylori	Helicobacter	Negative
AgProtect_847	Helicobacter_pylori	Helicobacter	Negative
AgProtect_846	Helicobacter_pylori	Helicobacter	Negative
AgProtect_845	Helicobacter_pylori	Helicobacter	Negative
AgProtect_844	Streptococcus_pneumoniae	Streptococcus	Positive
AgProtect_843	Streptococcus_pneumoniae	Streptococcus	Positive
AgProtect_842	Streptococcus_pneumoniae	Streptococcus	Positive
AgProtect_841	Pseudomonas_aeruginosa	Pseudomonas	Negative
AgProtect_840	Neisseria_meningitidis	Neisseria	Negative
AgProtect_84	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_839	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_838	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_837	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_836	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_835	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_834	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_833	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_832	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_831	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_830	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_83	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_829	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_828	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_827	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_826	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_825	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_824	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_823	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_822	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_821	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_820	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_82	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_819	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_818	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_817	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_816	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_815	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_814	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_813	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_812	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_811	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_810	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_81	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_809	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_808	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_807	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_806	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_805	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_804	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_803	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_802	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_801	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_800	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_80	Mycobacterium_bovis	Mycobacterium	Positive_with_OM
AgProtect_8	Yersinia_pestis	Yersinia	Negative
AgProtect_799	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_798	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_797	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_796	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_795	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_794	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_793	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_792	Mycobacterium_leprae	Mycobacterium	Positive_with_OM
AgProtect_791	Mycobacterium_bovis	Mycobacterium	Positive_with_OM
AgProtect_790	Mycobacterium_bovis	Mycobacterium	Positive_with_OM
AgProtect_79	Escherichia_coli	Escherichia	Negative
AgProtect_789	Mycobacterium_bovis	Mycobacterium	Positive_with_OM
AgProtect_788	Mycobacterium_bovis	Mycobacterium	Positive_with_OM
AgProtect_787	Mycobacterium_bovis	Mycobacterium	Positive_with_OM
AgProtect_786	Mycobacterium_bovis	Mycobacterium	Positive_with_OM
AgProtect_785	Mycobacterium_bovis	Mycobacterium	Positive_with_OM
AgProtect_784	Mycobacterium_bovis	Mycobacterium	Positive_with_OM
AgProtect_783	Mycobacterium_bovis	Mycobacterium	Positive_with_OM
AgProtect_782	Mycobacterium_bovis	Mycobacterium	Positive_with_OM
AgProtect_781	Mycobacterium_bovis	Mycobacterium	Positive_with_OM
AgProtect_780	Mycobacterium_bovis	Mycobacterium	Positive_with_OM
AgProtect_78	Escherichia_coli	Escherichia	Negative
AgProtect_779	Mycobacterium_bovis	Mycobacterium	Positive_with_OM
AgProtect_778	Mycobacterium_bovis	Mycobacterium	Positive_with_OM
AgProtect_777	Vibrio_cholerae	Vibrio	Negative
AgProtect_776	Vibrio_cholerae	Vibrio	Negative
AgProtect_775	Helicobacter_pylori	Helicobacter	Negative
AgProtect_774	Helicobacter_pylori	Helicobacter	Negative
AgProtect_773	Helicobacter_pylori	Helicobacter	Negative
AgProtect_772	Helicobacter_pylori	Helicobacter	Negative
AgProtect_771	Helicobacter_pylori	Helicobacter	Negative
AgProtect_770	Helicobacter_pylori	Helicobacter	Negative
AgProtect_77	Brucella_melitensis	Brucella	Negative
AgProtect_769	Helicobacter_pylori	Helicobacter	Negative
AgProtect_768	Helicobacter_pylori	Helicobacter	Negative
AgProtect_767	Helicobacter_pylori	Helicobacter	Negative
AgProtect_766	Helicobacter_pylori	Helicobacter	Negative
AgProtect_765	Helicobacter_pylori	Helicobacter	Negative
AgProtect_764	Anaplasma_marginale	Anaplasma	Negative
AgProtect_763	Anaplasma_marginale	Anaplasma	Negative
AgProtect_762	Anaplasma_marginale	Anaplasma	Negative
AgProtect_761	Anaplasma_marginale	Anaplasma	Negative
AgProtect_760	Anaplasma_marginale	Anaplasma	Negative
AgProtect_76	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_759	Anaplasma_marginale	Anaplasma	Negative
AgProtect_758	Borreliella_burgdorferi	Borreliella	Negative
AgProtect_757	Borreliella_burgdorferi	Borreliella	Negative
AgProtect_756	Borreliella_burgdorferi	Borreliella	Negative
AgProtect_755	Borreliella_burgdorferi	Borreliella	Negative
AgProtect_754	Borreliella_burgdorferi	Borreliella	Negative
AgProtect_753	Borreliella_burgdorferi	Borreliella	Negative
AgProtect_752	Borreliella_burgdorferi	Borreliella	Negative
AgProtect_751	Borreliella_burgdorferi	Borreliella	Negative
AgProtect_750	Borreliella_burgdorferi	Borreliella	Negative
AgProtect_75	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_749	Brucella_abortus	Brucella	Negative
AgProtect_748	Brucella_abortus	Brucella	Negative
AgProtect_747	Brucella_abortus	Brucella	Negative
AgProtect_746	Brucella_abortus	Brucella	Negative
AgProtect_745	Brucella_abortus	Brucella	Negative
AgProtect_744	Brucella_abortus	Brucella	Negative
AgProtect_743	Brucella_abortus	Brucella	Negative
AgProtect_742	Brucella_abortus	Brucella	Negative
AgProtect_741	Brucella_abortus	Brucella	Negative
AgProtect_740	Brucella_abortus	Brucella	Negative
AgProtect_74	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_739	Brucella_melitensis	Brucella	Negative
AgProtect_738	Brucella_melitensis	Brucella	Negative
AgProtect_737	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_736	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_735	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_734	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_733	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_732	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_731	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_730	Chlamydia_trachomatis	Chlamydia	Negative
AgProtect_73	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_729	Clostridium_perfringens	Clostridium	Positive
AgProtect_728	Clostridium_perfringens	Clostridium	Positive
AgProtect_727	Clostridium_perfringens	Clostridium	Positive
AgProtect_726	Clostridium_perfringens	Clostridium	Positive
AgProtect_725	Clostridium_perfringens	Clostridium	Positive
AgProtect_724	Clostridium_perfringens	Clostridium	Positive
AgProtect_723	Clostridium_perfringens	Clostridium	Positive
AgProtect_722	Clostridium_perfringens	Clostridium	Positive
AgProtect_721	Clostridium_perfringens	Clostridium	Positive
AgProtect_720	Clostridium_tetani	Clostridium	Positive
AgProtect_72	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_719	Haemophilus_influenzae	Haemophilus	Negative
AgProtect_718	Haemophilus_influenzae	Haemophilus	Negative
AgProtect_717	Haemophilus_influenzae	Haemophilus	Negative
AgProtect_716	Haemophilus_influenzae	Haemophilus	Negative
AgProtect_715	Haemophilus_influenzae	Haemophilus	Negative
AgProtect_714	Haemophilus_influenzae	Haemophilus	Negative
AgProtect_713	Haemophilus_influenzae	Haemophilus	Negative
AgProtect_712	Haemophilus_influenzae	Haemophilus	Negative
AgProtect_711	Haemophilus_influenzae	Haemophilus	Negative
AgProtect_710	Haemophilus_influenzae	Haemophilus	Negative
AgProtect_71	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_709	Helicobacter_pylori	Helicobacter	Negative
AgProtect_708	Klebsiella_pneumoniae	Klebsiella	Negative
AgProtect_707	Klebsiella_pneumoniae	Klebsiella	Negative
AgProtect_706	Klebsiella_pneumoniae	Klebsiella	Negative
AgProtect_705	Legionella_pneumophila	Legionella	Negative
AgProtect_704	Legionella_pneumophila	Legionella	Negative
AgProtect_703	Legionella_pneumophila	Legionella	Negative
AgProtect_702	Legionella_pneumophila	Legionella	Negative
AgProtect_701	Legionella_pneumophila	Legionella	Negative
AgProtect_700	Legionella_pneumophila	Legionella	Negative
AgProtect_70	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_7	Yersinia_pestis	Yersinia	Negative
AgProtect_699	Listeria_monocytogenes	Listeria	Positive
AgProtect_698	Listeria_monocytogenes	Listeria	Positive
AgProtect_697	Listeria_monocytogenes	Listeria	Positive
AgProtect_696	Listeria_monocytogenes	Listeria	Positive
AgProtect_695	Listeria_monocytogenes	Listeria	Positive
AgProtect_694	Mycobacterium_avium	Mycobacterium	Positive_with_OM
AgProtect_693	Mycobacterium_avium	Mycobacterium	Positive_with_OM
AgProtect_692	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_691	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_690	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_69	Brucella_melitensis	Brucella	Negative
AgProtect_689	Neisseria_meningitidis	Neisseria	Negative
AgProtect_688	Neisseria_meningitidis	Neisseria	Negative
AgProtect_687	Neisseria_meningitidis	Neisseria	Negative
AgProtect_686	Neisseria_meningitidis	Neisseria	Negative
AgProtect_685	Neisseria_meningitidis	Neisseria	Negative
AgProtect_684	Pseudomonas_aeruginosa	Pseudomonas	Negative
AgProtect_683	Pseudomonas_aeruginosa	Pseudomonas	Negative
AgProtect_682	Salmonella_enterica_serovar_Typhimurium	Salmonella	Negative
AgProtect_681	Salmonella_enterica_serovar_Typhimurium	Salmonella	Negative
AgProtect_680	Staphylococcus_aureus	Staphylococcus	Positive
AgProtect_68	Neisseria_meningitidis	Neisseria	Negative
AgProtect_679	Staphylococcus_aureus	Staphylococcus	Positive
AgProtect_678	Staphylococcus_aureus	Staphylococcus	Positive
AgProtect_677	Staphylococcus_aureus	Staphylococcus	Positive
AgProtect_676	Staphylococcus_aureus	Staphylococcus	Positive
AgProtect_675	Staphylococcus_aureus	Staphylococcus	Positive
AgProtect_674	Staphylococcus_aureus	Staphylococcus	Positive
AgProtect_673	Staphylococcus_aureus	Staphylococcus	Positive
AgProtect_672	Streptococcus_agalactiae	Streptococcus	Positive
AgProtect_671	Streptococcus_agalactiae	Streptococcus	Positive
AgProtect_670	Streptococcus_agalactiae	Streptococcus	Positive
AgProtect_67	Neisseria_meningitidis	Neisseria	Negative
AgProtect_669	Streptococcus_agalactiae	Streptococcus	Positive
AgProtect_668	Staphylococcus_epidermidis	Staphylococcus	Positive
AgProtect_667	Streptococcus_pneumoniae	Streptococcus	Positive
AgProtect_666	Streptococcus_pneumoniae	Streptococcus	Positive
AgProtect_665	Streptococcus_pyogenes	Streptococcus	Positive
AgProtect_665	Streptococcus_pyogenes	Streptococcus	Positive
AgProtect_664	Streptococcus_pyogenes	Streptococcus	Positive
AgProtect_664	Streptococcus_pyogenes	Streptococcus	Positive
AgProtect_663	Streptococcus_pyogenes	Streptococcus	Positive
AgProtect_663	Streptococcus_pyogenes	Streptococcus	Positive
AgProtect_662	Streptococcus_pyogenes	Streptococcus	Positive
AgProtect_662	Streptococcus_pyogenes	Streptococcus	Positive
AgProtect_661	Streptococcus_pyogenes	Streptococcus	Positive
AgProtect_661	Streptococcus_pyogenes	Streptococcus	Positive
AgProtect_660	Yersinia_pestis	Yersinia	Negative
AgProtect_66	Escherichia_coli	Escherichia	Negative
AgProtect_659	Yersinia_pestis	Yersinia	Negative
AgProtect_658	Yersinia_pestis	Yersinia	Negative
AgProtect_657	Yersinia_pestis	Yersinia	Negative
AgProtect_656	Shigella_flexneri	Shigella	Negative
AgProtect_655	Shigella_flexneri	Shigella	Negative
AgProtect_654	Shigella_flexneri	Shigella	Negative
AgProtect_653	Shigella_flexneri	Shigella	Negative
AgProtect_652	Shigella_flexneri	Shigella	Negative
AgProtect_651	Shigella_flexneri	Shigella	Negative
AgProtect_650	Shigella_flexneri	Shigella	Negative
AgProtect_65	Escherichia_coli	Escherichia	Negative
AgProtect_649	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_648	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_647	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_646	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_645	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_644	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_643	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_642	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_641	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_640	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_64	Escherichia_coli	Escherichia	Negative
AgProtect_639	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_638	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_637	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_636	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_635	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_634	Actinobacillus_pleuropneumoniae	Actinobacillus	Negative
AgProtect_633	Chlamydia_muridarum	Chlamydia	Negative
AgProtect_632	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_631	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_630	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_63	Campylobacter_jejuni	Campylobacter	Negative
AgProtect_629	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM
AgProtect_628	Escherichia_coli	Escherichia	Negative
AgProtect_627	Clostridium_botulinum	Clostridium	Positive
AgProtect_626	Clostridium_botulinum	Clostridium	Positive
AgProtect_625	Clostridium_botulinum	Clostridium	Positive
AgProtect_624	Clostridium_botulinum	Clostridium	Positive
AgProtect_623	Streptococcus_agalactiae	Streptococcus	Positive
